"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"8259c7c74a6b934950021631103384ad","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__Syntrophobacter","d__Bacteria"
"d822d8e8e315ca0eb59549cccdb6a906","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","d__Bacteria","p__Desulfobacterota"
"fe3b2585f6cd8017d756000ad076f4ac","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__uncultured","g__uncultured","s__uncultured_delta"
"a5c4da0704a5e6749ad4358fbd94bf63","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__uncultured","g__uncultured","s__uncultured_delta"
"e0cd670c72eb282c4b0f6236f9443f50","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__uncultured","g__uncultured","s__uncultured_delta"
"b514f49d3936deae4774b211abe729aa","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__uncultured","g__uncultured","d__Bacteria"
"97e3044a5b4367dae40c3ae237c0e73b","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__uncultured","g__uncultured","s__uncultured_delta"
"e22eff4777618aac9b273b2b10897d64","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__uncultured","g__uncultured","s__uncultured_delta"
"cff1b9914fd94c6d27c3983564763812","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__uncultured","g__uncultured","s__uncultured_delta"
"570b649d0cfa86200fc5a9e595fbcf9f","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__metagenome"
"a3d1a40e1e5df51a05a33d32d2feda66","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__metagenome"
"54cc9bc40a3c020d1e938ab71fe7c58d","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__metagenome"
"a021aad0f86058a58fa57e437f065720","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__metagenome"
"6f6464f47b1174edc828e13b24e557af","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"91aa950ec6bc46f2936eea2c026dec86","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"fd556cab2aee912409746d38388c8d44","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"cc25b939afe017cc7072786f5af3c175","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"12fb6a38d160d852a2bc1e4c8c8625e2","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"8505aedaece14237a1016858cdb1cc2d","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"3567e08dbcdd61f1e1edab485933b09d","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"6411bbf8e381bc03368850e4cccc2b1f","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"3644402e57518ecbf673ad8a89d93ba8","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"f3708503834c46dd8420c3486bc49db2","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"b703585945927ccc89ad9fec86a0a80e","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"3c10dd52f123d195d43576d0d872b1d3","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"2cba8fdf26a3a4b3e599575f01a52c2d","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"5da274f75620ae7f505ab2a9fd1486d9","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"a909f563863efdb00ae251c62971a7f7","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"e9e0c540dbd01c5eeab01910d55092b5","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"e3a69497d639ae91b52f5c2618c22938","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"d6135a709c263d961af9d9186434f61f","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"901c515ff8ab1f7761d37a872c498a71","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"95a9fe3952765d0d212739610a499a1d","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_soil"
"48e8000afaf274723c86bb79c3bd058b","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_soil"
"3ec41075719bf442112bf2e5ebc49757","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_soil"
"f98f88dcd7bfc09d5d868ea1db15db07","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_soil"
"f5a6aac8b9d7caad23f38a5c787ab629","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"0cb172168f0e74d4fcd1913bd20399ea","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"7df4c8bdd4003a9ed55662d1d9940c71","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"48151aa1cf0a1a5cceb60e4c03e8a8d9","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"b93ef2e6ab5c2bdf38eabfb6d02ed05c","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_soil"
"39ae9d7e25136b2de422532a6fde0fde","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"f3933c6371315c88a854e20ccc5376e2","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"cf128a49bd3b952e4b1c5107819bd447","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"50f8074332467a9522c085de841acd93","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"33d0bdfc355c0c5c2ad22d595c994544","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"5a334e924eddcc3dfe87dab98d106ad4","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"b0cc181c0a4075e8c5dc5f802a16c9f1","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"09728e672bc1390cb844474bbe4fb280","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"0fdf2a127a96e6548fc675aad28d8df9","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"d961a28214c9027cf38bea10c0df2e61","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"5154312055aa550e210cdf6b49b11ae1","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"7f96c341bcc921ee415c2a2c5ee39ce6","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"16e034e827983504b0cf23e601b72ec1","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"999964568bd066019e0b810f5412abea","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"434b7f3806992e98815db8647c043d2b","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"e9fa08eb50d586a9c4d4a0d8f2ede1e3","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_organism"
"8b9b2d174d3c516917d9df137b6b3ec6","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"073da8f20a3652bba82dc28b36f05448","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"1b1c834af15afa684cc4e43b76ba36c1","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_delta"
"fb3742215dc189211b9c9ece904068f4","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"c5281a94a461c2ac8117103efbeebd3d","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"9eca2a47b1624c1277ed50d878e292eb","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"bbe49212f98a5d305e8b0b9251878f34","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"4321e35db9aff4a9886ea2733451bf2c","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"712ec8d7af0f198a672930b0b661c23f","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"998e02fe06af862ffe038d208b04bae1","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"c55700a37c3c156298dcf163fb1150d6","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"2050db015e6e1d9fc9f319a02d5e008e","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"f64e1e0714d136c10feef8f0ebf87f8c","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"ce1a9c90fda941134753667c7e079759","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"084257dfe07acc98ad0913cc60bd27d0","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"4cb1801e0325a06df5f9684bc8201190","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"a501ab615c221b3366cfc734a943cb2a","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"81498d8a462aac8df249cfba59bdba6b","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"f42a820b4c63f71e04aa56f205130987","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"ff7ca3ea58eb958d6fa1fdef9deb7375","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"199b1b4794a002396a38531ede2dbbe5","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"65343175df7cf84c6999d8242152c317","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"9c3453c0488f5d5566267506d32dd5dd","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"403b5b3cf6cbbc5e9a8a924247e6a763","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"cee7291e262d7df607d0056629d9eeb5","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"44bc0997d86e229dc34471a87548361d","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"d62d4ad5c1582cfd19b2797870f025a5","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"c727a15fe0301192ea652e7101e7cf28","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"446b5488f77ea6fc9b9cc1de4c7039a9","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"8703c510873372066f7acfa03ae1f4c1","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"53ed7dbd56e49c1fbf1132e8e6b457e9","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","d__Bacteria"
"979298ab4b438bd23bf3b7bfdaa573bc","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"117082326425d8a726b48cf8391571a0","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"3af62c48c78134549a0b781d61fd3950","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"329aa678519428f6f686f6f7bc066951","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"0acceba76f41aa04504ed52980d4ab55","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"3b9a758608dfe6f4d26a148523e81775","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"ce5736e0b7a074d5975fd6d4a49ae757","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"30de0cedbf7ead90068b11a90cd4046f","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"3dc32d72285979a1a091b1f22a59805c","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"f1efd539153c68ec402d2b9ba3ae6463","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"1900a7a29b250d6b96400a34f5063cff","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"4e3d25ec8dbaaeb6e79def5c708be44a","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"b22bddedd2474e803c45c56a212584d8","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"2aba6561b9504b0310f379379213c070","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"941d095cd97a9438158f1ca7ea8ecc64","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
"4d8dc9c117a162896b4b03ad63d93039","d__Bacteria","p__SAR324_clade(Marine_group_B)","c__SAR324_clade(Marine_group_B)","o__SAR324_clade(Marine_group_B)","f__SAR324_clade(Marine_group_B)","g__SAR324_clade(Marine_group_B)","s__uncultured_bacterium"
